"","SpeciesID","prob"
"247","Nuttallochiton_hyadesi",0
"248","Nuttallochiton_martiali",0
"249","Obelia_spp",0
"250","Oceanites_sp",0
"251","Odontaster_penicillatus",0
"253","Odontasteridae",0
"256","Oenonidae",0
"258","Onoba_spp",0
"259","Onuphis_pseudoiridescens",0
"261","Ophiacantha_vivipara",0
"262","Ophiactis_sp",0
"263","Ophiocten_amitinum",0
"264","Ophiolimna_antarctica",0
"265","Ophioplinthus_confragosa",0
"266","Ophioplinthus_inornata",0
"269","Ornatoscalpellum_gibberum",0
"270","Otaria_flavescens",0
"271","Pachyptila_sp",0
"274","Parabuccinum_politum",0
"275","Paractis_laevis",0
"278","Paramunna_integra",0
"279","Paraonidae",0
"288","Pelecanoides_sp",0
"290","Pentactella_leonina",0
"291","Pentactella_perrieri",0
"292","Perknaster_fuscus",0
"295","Phalacrocorax_atriceps",0
"296","Phelliactis_sp",0
"300","Pleurosignum_chilense",0
"301","Pleurosignum_magnum",0
"304","Polycheria_spp",0
"305","Polycitor_glareosus",0
"306","Polyclinidae",0
"309","Potamilla_sp",0
"312","Procellaria_aequinoctialis",0
"313","Prosipho_crassicostatus",0
"314","Protoperidinium_sp",0
"315","Psammobatis_rudis",0
"317","Pseudidothea_miersi",0
"322","Psychrolutes_marmoratus",0
"324","Pteraster_sp",0
"327","Quetzogonium_dentatum",0
"328","Rectarcturus_kophameli",0
"329","Rectarcturus_tuberculatus",0
"336","Santia_compacta",0
"338","Scissurella_clathrata",0
"339","Seba_subantarctica",0
"340","Serpula_spp",0
"342","Spheniscus_magellanicus",0
"344","Sporonana_sp",0
"346","Squalus_acanthias",0
"347","Stenothoidae",0
"356","Tasmacetus_shepherdi",0
"357","Tectonatica_impervia",0
"361","Thalassarche_chrysostoma",0
"362","Thalassarche_melanophris",0
"368","Tonicia_lebruni",0
"373","Tryphosites_chevreuxi",0
"374","Tulpa_tulipifera",0
"376","Uromunna_nana",0
"377","Uromunna_sp",0
"378","Ziphius_cavirostris",0
