Prey,Predator,edgetype,PreyGroup,PredGroup,PredStrategy,FoodSource,Reference
Diatoms_benthic,Abyssianira_argentenensis,0,Diatoms,Isopoda,Deposit-feeder,Heterotroph,Menzies_1962
Diatoms_centric,Abyssianira_argentenensis,0,Diatoms,Isopoda,Deposit-feeder,Heterotroph,Menzies_1962
Diatoms_pennate,Abyssianira_argentenensis,0,Diatoms,Isopoda,Deposit-feeder,Heterotroph,Menzies_1962
Diatoms_benthic,Abyssianira_dentifrons,0,Diatoms,Isopoda,Deposit-feeder,Heterotroph,Menzies_1962
Diatoms_centric,Abyssianira_dentifrons,0,Diatoms,Isopoda,Deposit-feeder,Heterotroph,Menzies_1962
Diatoms_pennate,Abyssianira_dentifrons,0,Diatoms,Isopoda,Deposit-feeder,Heterotroph,Menzies_1962
Diatoms_benthic,Abyssianira_spp,0,Diatoms,Isopoda,Deposit-feeder,Heterotroph,Menzies_1962
Diatoms_centric,Abyssianira_spp,0,Diatoms,Isopoda,Deposit-feeder,Heterotroph,Menzies_1962
Diatoms_pennate,Abyssianira_spp,0,Diatoms,Isopoda,Deposit-feeder,Heterotroph,Menzies_1962
Detritus,Acanthoserolis_schythei,0,Non-living,Isopoda,Deposit-feeder,Detritus,LeBourg_PhDTesis_2020
Laetmonice_producta,Acanthoserolis_schythei,0,Polychaeta,Isopoda,Hunter,Heterotroph,GATEWAy
Pelagobia_longicirrata,Acanthoserolis_schythei,0,Polychaeta,Isopoda,Hunter,Heterotroph,GATEWAy
Polyeunoa_laevis,Acanthoserolis_schythei,0,Polychaeta,Isopoda,Hunter,Heterotroph,GATEWAy
Themisto_gaudichaudii,Acanthoserolis_schythei,0,Zooplankton,Isopoda,Hunter,Heterotroph,GATEWAy
Necromass,Acodontaster_elongatus,0,Non-living,Echinodermata,Scavenger,Necromass,Fraysse_pers.com.
Necromass,Acodontaster_sp,0,Non-living,Echinodermata,Scavenger,Necromass,Fraysse_pers.com.
Foraminifera,Actinauge_longicornis,0,Foraminifera,Cnidaria,Suspension-feeder,Heterotroph,Sun_etal_2022
Polycheria_spp,Actinostola_crassicornis,0,Amphipoda,Cnidaria,Suspension-feeder,Heterotroph,Sun_etal_2022
Eatoniella_spp,Actinostola_crassicornis,0,Gastropoda,Cnidaria,Suspension-feeder,Heterotroph,Sun_etal_2022
Liotella_crassicostata,Actinostola_crassicornis,0,Gastropoda,Cnidaria,Suspension-feeder,Heterotroph,Sun_etal_2022
Odostomia_sp,Actinostola_crassicornis,0,Gastropoda,Cnidaria,Suspension-feeder,Heterotroph,Sun_etal_2022
Onoba_spp,Actinostola_crassicornis,0,Gastropoda,Cnidaria,Suspension-feeder,Heterotroph,Sun_etal_2022
Scissurella_clathrata,Actinostola_crassicornis,0,Gastropoda,Cnidaria,Suspension-feeder,Heterotroph,Sun_etal_2022
Zygochlamys_patagonica,Adelomelon_ancilla,0,Bivalvia,Gastropoda,Hunter,Heterotroph,Botto_etal_2006
Fusitriton_magellanicus,Adelomelon_ancilla,0,Gastropoda,Gastropoda,Hunter,Heterotroph,Botto_etal_2006
Eurhomalea_sp,Adelomelon_ancilla,0,Bivalvia,Gastropoda,Hunter,Heterotroph,Encyclopedia of Life
Detritus,Advenogonium_fuegiae,0,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Foraminifera,Aglaophamus_virginis,0,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Lumbrineridae,Aglaophamus_virginis,0,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Orbiniidae,Aglaophamus_virginis,0,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Eteone_spp,Aglaophamus_virginis,0,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Syllidae,Aglaophamus_virginis,0,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Diatoms_benthic,Alcyonium_antarcticum,0,Diatoms,Coral,Suspension-feeder,Primary producer,Botto_etal_2006
Diatoms_centric,Alcyonium_antarcticum,0,Diatoms,Coral,Suspension-feeder,Primary producer,Botto_etal_2006
Diatoms_pennate,Alcyonium_antarcticum,0,Diatoms,Coral,Suspension-feeder,Primary producer,Botto_etal_2006
Detritus,Allorostrata_ovalis,0,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Allorostrata_scutifrons,0,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Tryphosella_sp,Amblyraja_doellojuradoi,0,Amphipoda,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Libidoclaea_granaria,Amblyraja_doellojuradoi,0,Decapoda,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Eurypodius_latreillii,Amblyraja_doellojuradoi,0,Decapoda,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Grimothea_gregaria,Amblyraja_doellojuradoi,0,Decapoda,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Sympagurus_dimorphus,Amblyraja_doellojuradoi,0,Decapoda,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Campylonotus_vagans,Amblyraja_doellojuradoi,0,Decapoda,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Patagonotothen_ramsayi,Amblyraja_doellojuradoi,0,Fish_BenPel,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Acanthoserolis_schythei,Amblyraja_doellojuradoi,0,Isopoda,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Natatolana_pastorei,Amblyraja_doellojuradoi,0,Isopoda,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Macrochiridothea_stebbingi,Amblyraja_doellojuradoi,0,Isopoda,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Onuphis_pseudoiridescens,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Pista_spp,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Terebellides_malvinensis,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Nicolea_chilensis,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Thelepus_sp,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Eteone_spp,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Glycera_spp,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Eunereis_patagonica,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Nicon_maculata,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Serpula_spp,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Aglaophamus_virginis,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Nephtys_sp,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Lumbrineridae,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Orbiniidae,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Maldanidae,Amblyraja_doellojuradoi,0,Polychaeta,Fish_Chond,Hunter,Heterotroph,Delpiani_etal_2013
Metepimeria_acanthurus,Amblyraja_georgiana,0,Amphipoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Themisto_gaudichaudii,Amblyraja_georgiana,0,Zooplankton,Fish_Demersal,Hunter,Heterotroph,GloBI
Doryteuthis_gahi,Amblyraja_georgiana,0,Cephalopoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Austrocidaris_canaliculata,Amblyraja_georgiana,0,Echinodermata,Fish_Demersal,Hunter,Heterotroph,GloBI
Austrocidaris_spinulosida,Amblyraja_georgiana,0,Echinodermata,Fish_Demersal,Hunter,Heterotroph,GloBI
Lepidonotothen_squamifrons,Amblyraja_georgiana,0,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,GloBI
Muraenolepis_spp,Amblyraja_georgiana,0,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,GloBI
Patagonotothen_guntheri,Amblyraja_georgiana,0,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,GloBI
Trophon_ohlini,Amblyraja_georgiana,0,Gastropoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Trophon_plicatus,Amblyraja_georgiana,0,Gastropoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Acanthoserolis_schythei,Amblyraja_georgiana,0,Isopoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Natatolana_pastorei,Amblyraja_georgiana,0,Isopoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Neoserolis_exigua,Amblyraja_georgiana,0,Isopoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Aglaophamus_virginis,Amblyraja_georgiana,0,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Boccardia_sp,Amblyraja_georgiana,0,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Eucranta_sp,Amblyraja_georgiana,0,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Harmothoe_sp,Amblyraja_georgiana,0,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Hermadion_magalhaensi,Amblyraja_georgiana,0,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Nephtys_sp,Amblyraja_georgiana,0,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Polydora_sp,Amblyraja_georgiana,0,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Polyeunoa_laevis,Amblyraja_georgiana,0,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Spiophanes_sp,Amblyraja_georgiana,0,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Euphausia_spp,Amblyraja_georgiana,0,Zooplankton,Fish_Demersal,Hunter,Heterotroph,GloBI
Detritus,Ampharete_kerguelensis,0,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Bacteria,Ampharete_kerguelensis,0,Bacteria,Polychaeta,Deposit-feeder,Bacteria,GloBI
Foraminifera,Ampharete_kerguelensis,0,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_benthic,Ampharete_kerguelensis,0,Diatoms,Polychaeta,Deposit-feeder,Primary producer,LeonGonzalez_etal_2009
Diatoms_centric,Ampharete_kerguelensis,0,Diatoms,Polychaeta,Deposit-feeder,Primary producer,LeonGonzalez_etal_2009
Diatoms_pennate,Ampharete_kerguelensis,0,Diatoms,Polychaeta,Deposit-feeder,Primary producer,LeonGonzalez_etal_2009
Trophon_ohlini,Anasterias_antarctica,0,Gastropoda,Echinodermata,Hunter,Heterotroph,Gordillo&Archuby_2012
Trophon_plicatus,Anasterias_antarctica,0,Gastropoda,Echinodermata,Hunter,Heterotroph,Gordillo&Archuby_2012
Halicarcinus_planatus,Anasterias_sp,0,Decapoda,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008
Pagurus_comptus,Anasterias_sp,0,Decapoda,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008
Pareuthria_spp,Anasterias_sp,0,Gastropoda,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008
Turbonilla_strebeli,Anasterias_sp,0,Gastropoda,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008
Harmothoe_sp,Anasterias_sp,0,Polychaeta,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008
Tonicia_lebruni,Anasterias_sp,0,Polyplacophora,Echinodermata,Hunter,Heterotroph,Gil&Zaixso_2008
Necromass,Andaniotes_linearis,0,Non-living,Amphipoda,Suspension-feeder,Heterotroph,Berge&Vader_2001
Detritus,Anobothrus_sp,0,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Detritus,Anthoptilum_grandiflorum,0,Non-living,Coral,Suspension-feeder,Detritus,Sherwood_etal_2008
Cyrtostrombidium_sp,Anthoptilum_grandiflorum,0,Ciliates,Coral,Suspension-feeder,Heterotroph,Marina_etal_2018
Laboea_strobila,Anthoptilum_grandiflorum,0,Ciliates,Coral,Suspension-feeder,Heterotroph,Marina_etal_2018
Lohmanniella_sp,Anthoptilum_grandiflorum,0,Ciliates,Coral,Suspension-feeder,Heterotroph,Marina_etal_2018
Strobilidium_sp,Anthoptilum_grandiflorum,0,Ciliates,Coral,Suspension-feeder,Heterotroph,Marina_etal_2018
Strombidinopsis_sp,Anthoptilum_grandiflorum,0,Ciliates,Coral,Suspension-feeder,Heterotroph,Marina_etal_2018
Strombidium_spp,Anthoptilum_grandiflorum,0,Ciliates,Coral,Suspension-feeder,Heterotroph,Marina_etal_2018
Diatoms_benthic,Anthoptilum_grandiflorum,0,Diatoms,Coral,Suspension-feeder,Primary producer,Marina_etal_2018
Dinoflagellates_heterosol,Anthoptilum_grandiflorum,0,Dinoflagellates,Coral,Suspension-feeder,Heterotroph,Marina_etal_2018
Bacteria,Aplidium_spp,0,Bacteria,Ascidiacea,Suspension-feeder,Bacteria,Tatian_pers.com.
Emiliania_huxleyi,Aplidium_spp,0,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Phaeocystis_antarctica,Aplidium_spp,0,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_benthic,Aplidium_spp,0,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_centric,Aplidium_spp,0,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_pennate,Aplidium_spp,0,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Azadinium_sp,Aplidium_spp,0,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Dinoflagellates_heterosol,Aplidium_spp,0,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Gymnodinium_sp,Aplidium_spp,0,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Detritus,Aplidium_spp,0,Non-living,Ascidiacea,Suspension-feeder,Detritus,Tatian_pers.com.
Detritus,Appendicularia_spp,0,Non-living,Zooplankton,Suspension-feeder,Detritus,Fernandez_etal_2004
Synechococcus_sp,Appendicularia_spp,0,Picophytoplankton,Zooplankton,Suspension-feeder,Primary producer,Fernandez_etal_2004
Bacteria,Appendicularia_spp,0,Bacteria,Zooplankton,Suspension-feeder,Heterotroph,Scheinberg_etal_2005
Emiliania_huxleyi,Appendicularia_spp,0,Coccolithophorids,Zooplankton,Suspension-feeder,Primary producer,Scheinberg_etal_2005
Phaeocystis_antarctica,Appendicularia_spp,0,Coccolithophorids,Zooplankton,Suspension-feeder,Primary producer,Scheinberg_etal_2005
Gymnodinium_sp,Appendicularia_spp,0,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,GloBI
Orbiniidae,Appendicularia_spp,0,Polychaeta,Zooplankton,Suspension-feeder,Heterotroph,GloBI
Dinoflagellates_heterosol,Appendicularia_spp,0,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,GloBI
Doryteuthis_gahi,Arctocephalus_australis,0,Cephalopoda,MarineMammals_2,Hunter,Heterotroph,GloBI
Enteroctopodidae,Arctocephalus_australis,0,Cephalopoda,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Grimothea_gregaria,Arctocephalus_australis,0,Decapoda,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Dissostichus_eleginoides,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Macrourus_carinatus,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Macrourus_holotrachys,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Macrourus_whitsoni,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Macruronus_novaezelandiae,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Muraenolepis_spp,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Notophycis_marginata,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_cornucola,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_elegans,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_guntheri,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_kreffti,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_ramsayi,Arctocephalus_australis,0,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Coelorinchus_fasciatus,Arctocephalus_australis,0,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Coelorinchus_kayomaru,Arctocephalus_australis,0,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Coelorinchus_marinii,Arctocephalus_australis,0,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Genypterus_blacodes,Arctocephalus_australis,0,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Guttigadus_kongi,Arctocephalus_australis,0,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Salilota_australis,Arctocephalus_australis,0,Fish_Demersal,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Micromesistius_australis,Arctocephalus_australis,0,Fish_Pel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Sprattus_fuegensis,Arctocephalus_australis,0,Fish_Pel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Themisto_gaudichaudii,Ardenna_gravis,0,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Doryteuthis_gahi,Ardenna_gravis,0,Cephalopoda,SeaBirds,Hunter,Heterotroph,GloBI
Dissostichus_eleginoides,Ardenna_gravis,0,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Necromass,Ardenna_gravis,0,Non-living,SeaBirds,Scavenger,Necromass,GloBI
Euphausia_spp,Ardenna_gravis,0,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Sprattus_fuegensis,Ardenna_gravis,0,Fish_Pel,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Dissostichus_eleginoides,Ardenna_grisea,0,Fish_BenPel,SeaBirds,Hunter,Heterotroph,RayaRey&Huettmann_2020
Necromass,Ardenna_grisea,0,Non-living,SeaBirds,Scavenger,Necromass,GloBI
Themisto_gaudichaudii,Ardenna_grisea,0,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Doryteuthis_gahi,Ardenna_grisea,0,Cephalopoda,SeaBirds,Hunter,Heterotroph,GloBI
Euphausia_spp,Ardenna_grisea,0,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Sprattus_fuegensis,Ardenna_grisea,0,Fish_Pel,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Poecilosclerida,Aristias_antarcticus,0,Porifera,Amphipoda,Suspension-feeder,Heterotroph,Schejter_etal_2012
Colossendeis_megalonyx,Asbestopluma_sp,0,Benthos_Misc,Porifera,Suspension-feeder,Heterotroph,Vacelet&Duport_2004
Larvae_Nauplii,Asbestopluma_sp,0,Zooplankton,Porifera,Suspension-feeder,Heterotroph,Vacelet&Duport_2004
Oithona_spp,Asbestopluma_sp,0,Copepoda,Porifera,Suspension-feeder,Heterotroph,Rastorgueff_etal_2015
Bacteria,Ascidia_meridionalis,0,Bacteria,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Emiliania_huxleyi,Ascidia_meridionalis,0,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Phaeocystis_antarctica,Ascidia_meridionalis,0,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_benthic,Ascidia_meridionalis,0,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_centric,Ascidia_meridionalis,0,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_pennate,Ascidia_meridionalis,0,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Azadinium_sp,Ascidia_meridionalis,0,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Dinoflagellates_heterosol,Ascidia_meridionalis,0,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Gymnodinium_sp,Ascidia_meridionalis,0,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Detritus,Ascidia_meridionalis,0,Non-living,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Emiliania_huxleyi,Astarte_sp,0,Coccolithophorids,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life
Diatoms_benthic,Astarte_sp,0,Phytoplankton,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life
Diatoms_centric,Astarte_sp,0,Phytoplankton,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life
Diatoms_pennate,Astarte_sp,0,Phytoplankton,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life
Alcyonium_antarcticum,Astrotoma_agassizii,0,Coral,Echinodermata,Hunter,Heterotroph,Encyclopedia of Life
Diatoms_benthic,Astrotoma_agassizii,0,Diatoms,Echinodermata,Grazer,Primary producer,GloBI
Diatoms_centric,Astrotoma_agassizii,0,Diatoms,Echinodermata,Grazer,Primary producer,GloBI
Diatoms_pennate,Astrotoma_agassizii,0,Diatoms,Echinodermata,Grazer,Primary producer,GloBI
Foraminifera,Astrotoma_agassizii,0,Foraminifera,Echinodermata,Suspension-feeder,Primary producer,GloBI
Detritus,Astrotoma_agassizii,0,Non-living,Echinodermata,Deposit-feeder,Detritus,GloBI
Euphausia_spp,Astrotoma_agassizii,0,Zooplankton,Echinodermata,Hunter,Heterotroph,GloBI
Dictyocha_speculum,Astrotoma_agassizii,0,Silicoflagellates,Echinodermata,Suspension-feeder,Primary producer,GloBI
Puncturella_conica,Austrocidaris_canaliculata,0,Gastropoda,Echinodermata,Hunter,Heterotroph,Encyclopedia of Life
Foraminifera,Austrocidaris_canaliculata,0,Foraminifera,Echinodermata,Grazer,Primary producer,GloBI
Haplosclerida,Austrodoris_sp,0,Porifera,Gastropoda,Hunter,Heterotroph,Marina_etal_2018
Detritus,Austrofilius_furcatus,0,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Austrofilius_sp,0,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Austronanus_dentatus,0,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Themisto_gaudichaudii,Balaenoptera_acutorostrata,0,Zooplankton,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI
Calanus_spp,Balaenoptera_acutorostrata,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI
Euphausia_spp,Balaenoptera_acutorostrata,0,Zooplankton,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI
Sprattus_fuegensis,Balaenoptera_acutorostrata,0,Fish_Pel,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Clausocalanus_spp,Balaenoptera_acutorostrata,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Ctenocalanus_vanus,Balaenoptera_acutorostrata,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Drepanopus_forcipatus,Balaenoptera_acutorostrata,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Neocalanus_tonsus,Balaenoptera_acutorostrata,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Oithona_spp,Balaenoptera_acutorostrata,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Rhincalanus_gigas,Balaenoptera_acutorostrata,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Grimothea_gregaria,Balaenoptera_acutorostrata,0,Decapoda,MarineMammals_3,Suspension-feeder,Heterotroph,GloBI
Grimothea_spinosa,Balaenoptera_acutorostrata,0,Decapoda,MarineMammals_3,Suspension-feeder,Heterotroph,GloBI
Micromesistius_australis,Balaenoptera_acutorostrata,0,Fish_Pel,MarineMammals_3,Suspension-feeder,Heterotroph,GloBI
Themisto_gaudichaudii,Balaenoptera_bonaerensis,0,Zooplankton,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI
Euphausia_spp,Balaenoptera_bonaerensis,0,Zooplankton,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI
Sprattus_fuegensis,Balaenoptera_bonaerensis,0,Fish_Pel,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Calanus_spp,Balaenoptera_bonaerensis,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Clausocalanus_spp,Balaenoptera_bonaerensis,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Ctenocalanus_vanus,Balaenoptera_bonaerensis,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Drepanopus_forcipatus,Balaenoptera_bonaerensis,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Neocalanus_tonsus,Balaenoptera_bonaerensis,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Oithona_spp,Balaenoptera_bonaerensis,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Rhincalanus_gigas,Balaenoptera_bonaerensis,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Themisto_gaudichaudii,Balaenoptera_borealis,0,Zooplankton,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI
Calanus_spp,Balaenoptera_borealis,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI
Euphausia_spp,Balaenoptera_borealis,0,Zooplankton,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI
Sprattus_fuegensis,Balaenoptera_borealis,0,Fish_Pel,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
Clausocalanus_spp,Balaenoptera_borealis,0,Copepoda,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.
