Prey,Predator,PreyGroup,PredGroup,PredStrategy,FoodSource,Reference
Natatolana_pastorei,Patagonotothen_ramsayi,Isopoda,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Eunereis_patagonica,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Nicolea_chilensis,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Nicon_maculata,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Pista_spp,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Terebellides_malvinensis,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Thelepus_sp,Patagonotothen_ramsayi,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Salpa_thompsoni,Patagonotothen_ramsayi,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Fischer_etal_2022
Brachiopoda_spp,Patagonotothen_ramsayi,Brachiopoda,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019
Tinerfe_cyanea,Patagonotothen_ramsayi,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Mianzan_etal_1996
Diatoms_centric,Pelagobia_longicirrata,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Foraminifera,Pelagobia_longicirrata,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Dinoflagellates_heterosol,Pelagobia_longicirrata,Dinoflagellates,Polychaeta,Deposit-feeder,Primary producer,GloBI
Pelagobia_longicirrata,Pelagobia_longicirrata,Polychaeta,Polychaeta,Cannibalism,Heterotroph,GloBI
Dictyocha_speculum,Pelagobia_longicirrata,Silicoflagellates,Polychaeta,Deposit-feeder,Primary producer,GloBI
Pseudosagitta_gazellae,Pelagobia_longicirrata,Zooplankton,Polychaeta,Hunter,Heterotroph,GloBI
Calanus_spp,Pelecanoides_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Reid_etal_1997
Clausocalanus_spp,Pelecanoides_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Reid_etal_1997
Ctenocalanus_vanus,Pelecanoides_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Reid_etal_1997
Drepanopus_forcipatus,Pelecanoides_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Reid_etal_1997
Neocalanus_tonsus,Pelecanoides_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Reid_etal_1997
Oithona_spp,Pelecanoides_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Reid_etal_1997
Rhincalanus_gigas,Pelecanoides_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Reid_etal_1997
Themisto_gaudichaudii,Pelecanoides_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001
Halicarcinus_planatus,Pelecanoides_sp,Decapoda,SeaBirds,Hunter,Heterotroph,GloBI
Euphausia_spp,Pelecanoides_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Diatoms_benthic,Pentactella_leonina,Diatoms,Echinodermata,Deposit-feeder,Primary producer,Hernandez_1981
Diatoms_centric,Pentactella_leonina,Diatoms,Echinodermata,Deposit-feeder,Primary producer,Hernandez_1981
Diatoms_pennate,Pentactella_leonina,Diatoms,Echinodermata,Deposit-feeder,Primary producer,Hernandez_1981
Detritus,Pentactella_leonina,Non-living,Echinodermata,Deposit-feeder,Detritus,Hernandez_1981
Diatoms_benthic,Pentactella_perrieri,Diatoms,Echinodermata,Deposit-feeder,Primary producer,Hernandez_1981
Diatoms_centric,Pentactella_perrieri,Diatoms,Echinodermata,Deposit-feeder,Primary producer,Hernandez_1981
Diatoms_pennate,Pentactella_perrieri,Diatoms,Echinodermata,Deposit-feeder,Primary producer,Hernandez_1981
Detritus,Pentactella_perrieri,Non-living,Echinodermata,Deposit-feeder,Detritus,Hernandez_1981
Detritus,Perknaster_fuscus,Non-living,Echinodermata,Deposit-feeder,Detritus,GloBI
Haplosclerida,Perknaster_fuscus,Porifera,Echinodermata,Hunter,Heterotroph,GloBI
Poecilosclerida,Perknaster_fuscus,Porifera,Echinodermata,Hunter,Heterotroph,GloBI
Poecilosclerida,Perknaster_sp,Porifera,Echinodermata,Hunter,Heterotroph,Marina_etal_2018
Enteroctopodidae,Phalacrocorax_atriceps,Cephalopoda,SeaBirds,Hunter,Heterotroph,Re_1998
Agonopsis_chiloensis,Phalacrocorax_atriceps,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Micromesistius_australis,Phalacrocorax_atriceps,Fish_Pel,SeaBirds,Hunter,Heterotroph,GloBI
Muraenolepis_spp,Phalacrocorax_atriceps,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Brachiopoda_spp,Phalacrocorax_atriceps,Brachiopoda,SeaBirds,Hunter,Heterotroph,GloBI
Lepidonotothen_squamifrons,Phalacrocorax_atriceps,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Sprattus_fuegensis,Phalacrocorax_atriceps,Fish_Pel,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Detritus,Phoxocephalus_sp,Non-living,Amphipoda,Suspension-feeder,Detritus,Stransky&Brandt_2010
Detritus,Pista_spp,Non-living,Polychaeta,Deposit-feeder,Detritus,Encyclopedia of Life
Detritus,Platytyphlops_sarahae,Non-living,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.
Detritus,Pleurosignum_chilense,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Pleurosignum_magnum,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Diatoms_benthic,Polycheria_spp,Diatoms,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001
Diatoms_centric,Polycheria_spp,Diatoms,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001
Diatoms_pennate,Polycheria_spp,Diatoms,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001
Detritus,Polycheria_spp,Non-living,Amphipoda,Suspension-feeder,Detritus,Dauby_etal_2001
Bacteria,Polycitor_glareosus,Bacteria,Ascidiacea,Suspension-feeder,Bacteria,Tatian_pers.com.
Emiliania_huxleyi,Polycitor_glareosus,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Phaeocystis_antarctica,Polycitor_glareosus,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_benthic,Polycitor_glareosus,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_centric,Polycitor_glareosus,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_pennate,Polycitor_glareosus,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Azadinium_sp,Polycitor_glareosus,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Dinoflagellates_heterosol,Polycitor_glareosus,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Gymnodinium_sp,Polycitor_glareosus,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Detritus,Polycitor_glareosus,Non-living,Ascidiacea,Suspension-feeder,Detritus,Tatian_pers.com.
Bacteria,Polyclinidae,Bacteria,Ascidiacea,Suspension-feeder,Bacteria,Tatian_pers.com.
Emiliania_huxleyi,Polyclinidae,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Phaeocystis_antarctica,Polyclinidae,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Azadinium_sp,Polyclinidae,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Dinoflagellates_heterosol,Polyclinidae,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Gymnodinium_sp,Polyclinidae,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Detritus,Polyclinidae,Non-living,Ascidiacea,Suspension-feeder,Detritus,Tatian_pers.com.
Diatoms_benthic,Polydora_sp,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Encyclopedia of Life
Diatoms_centric,Polydora_sp,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Encyclopedia of Life
Diatoms_pennate,Polydora_sp,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Encyclopedia of Life
Cirratulidae,Polydora_sp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Foraminifera,Polydora_sp,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Orbiniidae,Polydora_sp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Boccardia_sp,Polydora_sp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Polydora_sp,Polydora_sp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Spiophanes_sp,Polydora_sp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Oithona_spp,Polydora_sp,Copepoda,Polychaeta,Hunter,Heterotroph,GloBI
Alcyonium_antarcticum,Polyeunoa_laevis,Coral,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life
Detritus,Polyeunoa_laevis,Non-living,Polychaeta,Deposit-feeder,Detritus,Encyclopedia of Life
Detritus,Potamilla_sp,Non-living,Polychaeta,Deposit-feeder,Detritus,GloBI
Detritus,Primnoella_scotiae,Non-living,Coral,Suspension-feeder,Detritus,GATEWAy
Cyrtostrombidium_sp,Primnoella_scotiae,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Laboea_strobila,Primnoella_scotiae,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Lohmanniella_sp,Primnoella_scotiae,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Strobilidium_sp,Primnoella_scotiae,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Strombidinopsis_sp,Primnoella_scotiae,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Strombidium_spp,Primnoella_scotiae,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Diatoms_centric,Primnoella_scotiae,Diatoms,Coral,Suspension-feeder,Primary producer,Orejas_etal_2003
Dinoflagellates_heterosol,Primnoella_scotiae,Dinoflagellates,Coral,Suspension-feeder,Primary producer,Orejas_etal_2003
Cyrtostrombidium_sp,Primnoisis_antarctica,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Laboea_strobila,Primnoisis_antarctica,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Lohmanniella_sp,Primnoisis_antarctica,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Strobilidium_sp,Primnoisis_antarctica,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Strombidinopsis_sp,Primnoisis_antarctica,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Strombidium_spp,Primnoisis_antarctica,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Diatoms_benthic,Primnoisis_antarctica,Diatoms,Coral,Suspension-feeder,Primary producer,Orejas_etal_2003
Diatoms_centric,Primnoisis_antarctica,Diatoms,Coral,Suspension-feeder,Primary producer,Orejas_etal_2003
Diatoms_pennate,Primnoisis_antarctica,Diatoms,Coral,Suspension-feeder,Primary producer,Orejas_etal_2003
Dinoflagellates_heterosol,Primnoisis_antarctica,Dinoflagellates,Coral,Suspension-feeder,Primary producer,Orejas_etal_2003
Detritus,Primnoisis_antarctica,Non-living,Coral,Suspension-feeder,Detritus,Orejas_etal_2003
Dissostichus_eleginoides,Procellaria_aequinoctialis,Fish_BenPel,SeaBirds,Hunter,Heterotroph,RayaRey&Huettmann_2020
Necromass,Procellaria_aequinoctialis,Non-living,SeaBirds,Scavenger,Necromass,RayaRey&Huettmann_2020
Euphausia_spp,Procellaria_aequinoctialis,Zooplankton,SeaBirds,Hunter,Heterotroph,Berrow&Croxall_1999
Themisto_gaudichaudii,Procellaria_aequinoctialis,Zooplankton,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001
Patagonotothen_guntheri,Procellaria_aequinoctialis,Fish_BenPel,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Coelorinchus_fasciatus,Procellaria_aequinoctialis,Fish_Demersal,SeaBirds,Hunter,Heterotroph,GloBI
Micromesistius_australis,Procellaria_aequinoctialis,Fish_Pel,SeaBirds,Hunter,Heterotroph,GloBI
Doryteuthis_gahi,Procellaria_aequinoctialis,Cephalopoda,SeaBirds,Hunter,Heterotroph,GloBI
Necromass,Prosipho_crassicostatus,Non-living,Gastropoda,Scavenger,Necromass,Encyclopedia of Life
Gymnodinium_sp,Protoperidinium_sp,Dinoflagellates,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Diatoms_centric,Protoperidinium_sp,Diatoms,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Diatoms_benthic,Protoperidinium_sp,Diatoms,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Diatoms_pennate,Protoperidinium_sp,Diatoms,Dinoflagellates,Suspension-feeder,Primary producer,GloBI
Acanthoserolis_schythei,Psammobatis_rudis,Isopoda,Fish_Demersal,Hunter,Heterotroph,Bellegia_etal_2019
Libidoclaea_granaria,Psammobatis_rudis,Decapoda,Fish_Demersal,Hunter,Heterotroph,Bellegia_etal_2019
Grimothea_gregaria,Psammobatis_rudis,Decapoda,Fish_Demersal,Hunter,Heterotroph,Vinuesa&Varisco_2007; Bellegia_etal_2019
Tinerfe_cyanea,Psammobatis_rudis,Zooplankton,Fish_Demersal,Hunter,Heterotroph,Mianzan_etal_1996
Bryozoa,Pseudechinus_magellanicus,Bryozoa,Echinodermata,Hunter,Heterotroph,Penchaszadeh_etal_2004
Foraminifera,Pseudechinus_magellanicus,Foraminifera,Echinodermata,Suspension-feeder,Primary producer,Penchaszadeh_etal_2004
Odostomia_sp,Pseudechinus_magellanicus,Gastropoda,Echinodermata,Hunter,Heterotroph,Penchaszadeh_etal_2004
Turbonilla_strebeli,Pseudechinus_magellanicus,Gastropoda,Echinodermata,Hunter,Heterotroph,Penchaszadeh_etal_2004
Detritus,Pseudidothea_miersi,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Dictyocha_speculum,Pseudosagitta_gazellae,Silicoflagellates,Zooplankton,Suspension-feeder,Primary producer,GloBI
Foraminifera,Pseudosagitta_gazellae,Foraminifera,Zooplankton,Suspension-feeder,Primary producer,GloBI
Rhodalia_miranda,Pseudosagitta_gazellae,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,GloBI
Diatoms_centric,Pseudosagitta_gazellae,Diatoms,Zooplankton,Suspension-feeder,Primary producer,GloBI
Azadinium_sp,Pseudosagitta_gazellae,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,GloBI
Dinoflagellates_heterosol,Pseudosagitta_gazellae,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,GloBI
Gymnodinium_sp,Pseudosagitta_gazellae,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,GloBI
Pelagobia_longicirrata,Pseudosagitta_gazellae,Polychaeta,Zooplankton,Suspension-feeder,Heterotroph,GloBI
Euphausia_spp,Pseudosagitta_gazellae,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,GloBI
Pseudosagitta_gazellae,Pseudosagitta_gazellae,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,GloBI
Larvae_Fish,Pseudosagitta_gazellae,Zooplankton,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.
Appendicularia_spp,Pseudosagitta_gazellae,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,Capitanio_pers.com.
Calanus_spp,Pseudosagitta_gazellae,Copepoda,Zooplankton,Suspension-feeder,Heterotroph,Capitanio_pers.com.
Diatoms_benthic,Psolus_antarcticus,Diatoms,Echinodermata,Suspension-feeder,Primary producer,GloBI
Detritus,Psolus_antarcticus,Non-living,Echinodermata,Deposit-feeder,Detritus,GloBI
Diatoms_benthic,Psolus_patagonicus,Diatoms,Echinodermata,Suspension-feeder,Primary producer,GloBI
Detritus,Psolus_patagonicus,Non-living,Echinodermata,Deposit-feeder,Detritus,GloBI
Diatoms_benthic,Psolus_segregatus,Diatoms,Echinodermata,Suspension-feeder,Primary producer,Encyclopedia of Life
Detritus,Psolus_segregatus,Non-living,Echinodermata,Deposit-feeder,Detritus,GloBI
Colossendeis_megalonyx,Psychrolutes_marmoratus,Benthos_Misc,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Zygochlamys_patagonica,Psychrolutes_marmoratus,Bivalvia,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Bryozoa,Psychrolutes_marmoratus,Bryozoa,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Enteroctopodidae,Psychrolutes_marmoratus,Cephalopoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Actinauge_longicornis,Psychrolutes_marmoratus,Cnidaria,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Actinostola_crassicornis,Psychrolutes_marmoratus,Cnidaria,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Bolocera_kerguelensis,Psychrolutes_marmoratus,Cnidaria,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Clavularia_sp,Psychrolutes_marmoratus,Coral,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Dactylanthus_antarcticus,Psychrolutes_marmoratus,Cnidaria,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Hormathia_pectinata,Psychrolutes_marmoratus,Cnidaria,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Isosicyonis_alba,Psychrolutes_marmoratus,Cnidaria,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Paractis_laevis,Psychrolutes_marmoratus,Cnidaria,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Phelliactis_sp,Psychrolutes_marmoratus,Cnidaria,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Eurypodius_latreillii,Psychrolutes_marmoratus,Decapoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Eurypodius_longirostris,Psychrolutes_marmoratus,Decapoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Eurypodius_sp,Psychrolutes_marmoratus,Decapoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Grimothea_gregaria,Psychrolutes_marmoratus,Decapoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Paralomis_granulosa,Psychrolutes_marmoratus,Decapoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Thymops_birsteini,Psychrolutes_marmoratus,Decapoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Patagonotothen_ramsayi,Psychrolutes_marmoratus,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Iluocoetes_fimbriatus,Psychrolutes_marmoratus,Fish_Demersal,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Myxine_spp,Psychrolutes_marmoratus,Fish_Demersal,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Austrodoris_sp,Psychrolutes_marmoratus,Gastropoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Acanthoserolis_schythei,Psychrolutes_marmoratus,Isopoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Neoserolis_exigua,Psychrolutes_marmoratus,Isopoda,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Eggs_Fish,Psychrolutes_marmoratus,Zooplankton,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011
Limopsis_sp,Pteraster_affinis,Bivalvia,Echinodermata,Hunter,Heterotroph,Encyclopedia of Life
Aplidium_spp,Pteraster_sp,Ascidiacea,Echinodermata,Hunter,Heterotroph,GloBI
Zygochlamys_patagonica,Pteraster_sp,Bivalvia,Echinodermata,Hunter,Heterotroph,GloBI
Halichondrida,Pteraster_sp,Porifera,Echinodermata,Hunter,Heterotroph,GloBI
Detritus,Puncturella_conica,Non-living,Gastropoda,Deposit-feeder,Detritus,Encyclopedia of Life
Latrunculia_sp,Puncturella_conica,Porifera,Gastropoda,Hunter,Heterotroph,Encyclopedia of Life
Foraminifera,Puncturella_conica,Foraminifera,Gastropoda,Grazer,Primary producer,GloBI
Bacteria,Pyura_spp,Bacteria,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Emiliania_huxleyi,Pyura_spp,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Phaeocystis_antarctica,Pyura_spp,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_benthic,Pyura_spp,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_centric,Pyura_spp,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_pennate,Pyura_spp,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Azadinium_sp,Pyura_spp,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Dinoflagellates_heterosol,Pyura_spp,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Gymnodinium_sp,Pyura_spp,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Detritus,Pyura_spp,Non-living,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Detritus,Quetzogonium_dentatum,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Rectarcturus_kophameli,Non-living,Isopoda,Suspension-feeder,Detritus,Doti_pers.com.
Detritus,Rectarcturus_tuberculatus,Non-living,Isopoda,Suspension-feeder,Detritus,Doti_pers.com.
Cyrtostrombidium_sp,Rhincalanus_gigas,Ciliates,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006
Laboea_strobila,Rhincalanus_gigas,Ciliates,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006
Lohmanniella_sp,Rhincalanus_gigas,Ciliates,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006
Strobilidium_sp,Rhincalanus_gigas,Ciliates,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006
Strombidinopsis_sp,Rhincalanus_gigas,Ciliates,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006
Strombidium_spp,Rhincalanus_gigas,Ciliates,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006
Diatoms_benthic,Rhincalanus_gigas,Diatoms,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006
Diatoms_pennate,Rhincalanus_gigas,Diatoms,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006
Rhizosolenia_crassa,Rhincalanus_gigas,Diatoms,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006
Azadinium_sp,Rhincalanus_gigas,Dinoflagellates,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006
Dinoflagellates_heterosol,Rhincalanus_gigas,Dinoflagellates,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006
Gymnodinium_sp,Rhincalanus_gigas,Dinoflagellates,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006
Dictyocha_speculum,Rhincalanus_gigas,Silicoflagellates,Copepoda,Suspension-feeder,Primary producer,GloBI
Foraminifera,Rhincalanus_gigas,Foraminifera,Copepoda,Suspension-feeder,Primary producer,GloBI
Pelagobia_longicirrata,Rhincalanus_gigas,Polychaeta,Copepoda,Hunter,Heterotroph,GloBI
Pelagobia_longicirrata,Rhodalia_miranda,Polychaeta,Zooplankton,Suspension-feeder,Heterotroph,GATEWAy
Calanus_spp,Rhodalia_miranda,Copepoda,Zooplankton,Suspension-feeder,Heterotroph,GATEWAy
Bacteria,Sabellidae,Bacteria,Polychaeta,Deposit-feeder,Bacteria,GloBI
Diatoms_benthic,Sabellidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_centric,Sabellidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_pennate,Sabellidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Detritus,Sabellidae,Non-living,Polychaeta,Deposit-feeder,Detritus,GloBI
Oithona_spp,Sabellidae,Copepoda,Polychaeta,Hunter,Heterotroph,GloBI
Grimothea_gregaria,Salilota_australis,Decapoda,Fish_Demersal,Hunter,Heterotroph,Vinuesa&Varisco_2007
Themisto_gaudichaudii,Salilota_australis,Zooplankton,Fish_Demersal,Hunter,Heterotroph,FishBase
Cottoperca_trigloides,Salilota_australis,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,FishBase
Dissostichus_eleginoides,Salilota_australis,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,FishBase
Patagonotothen_ramsayi,Salilota_australis,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,FishBase
Iluocoetes_fimbriatus,Salilota_australis,Fish_Demersal,Fish_Demersal,Hunter,Heterotroph,FishBase
Micromesistius_australis,Salilota_australis,Fish_Pel,Fish_Demersal,Hunter,Heterotroph,FishBase
Sprattus_fuegensis,Salilota_australis,Fish_Pel,Fish_Demersal,Hunter,Heterotroph,FishBase
Euphausia_spp,Salilota_australis,Zooplankton,Fish_Demersal,Hunter,Heterotroph,FishBase
Tinerfe_cyanea,Salilota_australis,Zooplankton,Fish_Demersal,Hunter,Heterotroph,Mianzan_etal_1996
Doryteuthis_gahi,Salilota_australis,Cephalopoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Acanthoserolis_schythei,Salilota_australis,Isopoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Neoserolis_exigua,Salilota_australis,Isopoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Phaeocystis_antarctica,Salpa_thompsoni,Coccolithophorids,Zooplankton,Suspension-feeder,Primary producer,GATEWAy
Diatoms_centric,Salpa_thompsoni,Diatoms,Zooplankton,Suspension-feeder,Primary producer,GATEWAy
Diatoms_pennate,Salpa_thompsoni,Diatoms,Zooplankton,Suspension-feeder,Primary producer,GATEWAy
Rhizosolenia_crassa,Salpa_thompsoni,Diatoms,Zooplankton,Suspension-feeder,Primary producer,GATEWAy
Dinoflagellates_heterosol,Salpa_thompsoni,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,GATEWAy
Detritus,Salpa_thompsoni,Non-living,Zooplankton,Suspension-feeder,Detritus,GATEWAy
Pelagobia_longicirrata,Salpa_thompsoni,Polychaeta,Zooplankton,Suspension-feeder,Heterotroph,GATEWAy
Dictyocha_speculum,Salpa_thompsoni,Silicoflagellates,Zooplankton,Suspension-feeder,Primary producer,GATEWAy
Rhincalanus_gigas,Salpa_thompsoni,Copepoda,Zooplankton,Suspension-feeder,Heterotroph,GATEWAy
Eukrohnia_hamata,Salpa_thompsoni,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,GATEWAy
